"p0","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","Re","Mach","AoA_deg","C_d","C_l","C_m"
"(1.000032,-0.001711)","(0.950540,-0.003086)","(0.812245,-0.026893)","(0.612812,-0.083391)","(0.391035,-0.123310)","(0.190192,-0.103987)","(0.050459,-0.050557)","(-0.000000,0.000000)","(0.048662,0.045988)","(0.186673,0.085008)","(0.386938,0.096811)","(0.609900,0.073076)","(0.811090,0.035120)","(0.950307,0.009409)","(0.999968,0.001711)","9.000000e+06","1.000000e-01","4.000000e+00","7.359806e-03","5.178663e-01","-3.270515e-02"
"(1.000003,-0.000869)","(0.950517,-0.009643)","(0.811903,-0.043816)","(0.611590,-0.091097)","(0.389139,-0.109958)","(0.188565,-0.085273)","(0.049678,-0.044321)","(0.000000,0.000000)","(0.049331,0.051582)","(0.187915,0.094007)","(0.388359,0.105190)","(0.610978,0.077713)","(0.811619,0.034448)","(0.950456,0.007220)","(0.999997,0.000869)","9.000000e+06","1.000000e-01","4.000000e+00","6.436297e-03","4.024546e-01","1.975107e-02"
"(1.000023,-0.001376)","(0.950402,0.004784)","(0.811739,0.000312)","(0.612079,-0.049024)","(0.390460,-0.102952)","(0.189862,-0.096140)","(0.050332,-0.048730)","(0.000000,0.000000)","(0.048580,0.056136)","(0.186429,0.109378)","(0.386721,0.120863)","(0.609886,0.082253)","(0.811142,0.036039)","(0.950318,0.009814)","(0.999977,0.001376)","9.000000e+06","1.000000e-01","4.000000e+00","7.138717e-03","8.476337e-01","-9.765356e-02"
"(1.000012,-0.000561)","(0.950314,0.008003)","(0.811625,0.005676)","(0.611870,-0.028991)","(0.390081,-0.063706)","(0.189621,-0.064858)","(0.050322,-0.038194)","(-0.000000,0.000000)","(0.048434,0.051488)","(0.185942,0.109917)","(0.385648,0.146871)","(0.608473,0.132350)","(0.810169,0.074815)","(0.950068,0.019692)","(0.999988,0.000561)","9.000000e+06","1.000000e-01","4.000000e+00","9.604780e-03","1.223234e+00","-2.081900e-01"
"(1.000005,-0.000592)","(0.950395,0.010293)","(0.811556,0.022194)","(0.611265,-0.000533)","(0.389091,-0.041373)","(0.188714,-0.053949)","(0.049839,-0.037825)","(0.000000,0.000000)","(0.048932,0.068987)","(0.187071,0.139569)","(0.387350,0.163689)","(0.610197,0.125224)","(0.811210,0.062925)","(0.950342,0.016543)","(0.999995,0.000592)","9.000000e+06","1.000000e-01","4.000000e+00","8.284196e-03","1.396598e+00","-2.094504e-01"
"(1.000035,-0.004267)","(0.950463,0.002334)","(0.811658,0.010415)","(0.611318,-0.006993)","(0.389106,-0.044133)","(0.188836,-0.070034)","(0.049994,-0.057497)","(0.000000,0.000000)","(0.048817,0.084584)","(0.187091,0.140596)","(0.387574,0.140717)","(0.610390,0.104955)","(0.811255,0.059012)","(0.950315,0.020187)","(0.999965,0.004267)","9.000000e+06","1.000000e-01","4.000000e+00","1.008272e-02","1.248292e+00","-1.663111e-01"
"(1.000005,-0.000282)","(0.950257,0.012634)","(0.811339,0.022738)","(0.611473,-0.011955)","(0.389848,-0.062145)","(0.189464,-0.067769)","(0.050201,-0.038347)","(0.000000,0.000000)","(0.048481,0.058151)","(0.186028,0.124999)","(0.385985,0.154551)","(0.609093,0.121587)","(0.810647,0.061561)","(0.950197,0.015992)","(0.999995,0.000282)","9.000000e+06","1.000000e-01","4.000000e+00","7.850522e-03","1.332854e+00","-2.133085e-01"
"(1.000093,-0.005119)","(0.950448,0.001872)","(0.811638,0.005846)","(0.611836,-0.031710)","(0.390342,-0.088123)","(0.190160,-0.104740)","(0.050737,-0.067046)","(0.000000,0.000000)","(0.048143,0.075610)","(0.186075,0.119959)","(0.386755,0.109205)","(0.609976,0.070630)","(0.811060,0.037651)","(0.950199,0.015607)","(0.999907,0.005119)","9.000000e+06","1.000000e-01","4.000000e+00","9.487949e-03","9.273978e-01","-1.071734e-01"
"(1.000001,-0.002150)","(0.950484,-0.002897)","(0.811750,-0.012061)","(0.611272,-0.026524)","(0.388757,-0.037328)","(0.188278,-0.048082)","(0.049538,-0.043850)","(0.000000,-0.000000)","(0.049483,0.074956)","(0.188194,0.132542)","(0.388671,0.149513)","(0.611202,0.125399)","(0.811711,0.070492)","(0.950473,0.019665)","(0.999999,0.002150)","9.000000e+06","1.000000e-01","4.000000e+00","9.816321e-03","1.105398e+00","-1.387851e-01"
"(1.000007,-0.000702)","(0.950437,0.004412)","(0.811741,0.000351)","(0.611627,-0.035882)","(0.389500,-0.074297)","(0.188994,-0.072122)","(0.049945,-0.041740)","(0.000000,0.000000)","(0.048895,0.060862)","(0.187015,0.121328)","(0.387287,0.142069)","(0.610157,0.107857)","(0.811207,0.052506)","(0.950347,0.013253)","(0.999993,0.000702)","9.000000e+06","1.000000e-01","4.000000e+00","7.491858e-03","1.052733e+00","-1.374875e-01"
"(0.999993,-0.000451)","(0.950464,-0.001204)","(0.811705,-0.002643)","(0.611258,-0.000161)","(0.388734,-0.000372)","(0.188023,-0.015526)","(0.049059,-0.030660)","(-0.000000,0.000000)","(0.050762,0.083100)","(0.190581,0.155259)","(0.391367,0.175375)","(0.613327,0.138018)","(0.812806,0.070924)","(0.950742,0.017362)","(1.000007,0.000451)","9.000000e+06","1.000000e-01","4.000000e+00","9.792597e-03","1.261486e+00","-1.508425e-01"
"(1.000000,-0.002658)","(0.950482,-0.001473)","(0.811745,-0.004871)","(0.611262,-0.023694)","(0.388744,-0.048134)","(0.188261,-0.060837)","(0.049522,-0.049172)","(0.000000,0.000000)","(0.049510,0.079893)","(0.188243,0.138554)","(0.388727,0.144742)","(0.611250,0.107874)","(0.811739,0.056231)","(0.950481,0.016572)","(1.000000,0.002658)","9.000000e+06","1.000000e-01","4.000000e+00","9.023432e-03","1.090217e+00","-1.234445e-01"
"(1.000004,-0.000743)","(0.950474,0.001823)","(0.811767,-0.004734)","(0.611405,-0.030552)","(0.388998,-0.054605)","(0.188522,-0.056321)","(0.049703,-0.039088)","(0.000000,0.000000)","(0.049208,0.065507)","(0.187654,0.127346)","(0.388027,0.150672)","(0.610687,0.121128)","(0.811448,0.062693)","(0.950407,0.015859)","(0.999996,0.000743)","9.000000e+06","1.000000e-01","4.000000e+00","8.104017e-03","1.113964e+00","-1.467309e-01"
"(1.000037,-0.002719)","(0.950358,0.009090)","(0.811421,0.023710)","(0.611372,-0.008200)","(0.389649,-0.066737)","(0.189389,-0.083189)","(0.050238,-0.052865)","(0.000000,0.000000)","(0.048507,0.074176)","(0.186411,0.135423)","(0.386843,0.139280)","(0.610001,0.092442)","(0.811146,0.043910)","(0.950286,0.014375)","(0.999963,0.002719)","9.000000e+06","1.000000e-01","4.000000e+00","8.993121e-03","1.203928e+00","-1.613093e-01"
"(1.000041,-0.003659)","(0.950401,0.007302)","(0.811481,0.023616)","(0.611160,0.008968)","(0.389101,-0.032409)","(0.188951,-0.062365)","(0.050108,-0.052919)","(-0.000000,0.000000)","(0.048597,0.082653)","(0.186649,0.144161)","(0.387048,0.151782)","(0.609958,0.116792)","(0.811009,0.065979)","(0.950240,0.021723)","(0.999959,0.003659)","9.000000e+06","1.000000e-01","4.000000e+00","1.070238e-02","1.437498e+00","-2.148845e-01"
"(1.000031,-0.002436)","(0.950373,0.008553)","(0.811475,0.021033)","(0.611438,-0.013904)","(0.389680,-0.073397)","(0.189357,-0.085929)","(0.050186,-0.052201)","(-0.000000,-0.000000)","(0.048590,0.072388)","(0.186547,0.133366)","(0.386991,0.136568)","(0.610138,0.087584)","(0.811241,0.039284)","(0.950321,0.012613)","(0.999969,0.002436)","9.000000e+06","1.000000e-01","4.000000e+00","8.655597e-03","1.130319e+00","-1.439227e-01"
"(1.000029,-0.002385)","(0.950500,-0.001443)","(0.811914,-0.014096)","(0.612010,-0.062048)","(0.390045,-0.107990)","(0.189467,-0.100280)","(0.050173,-0.054219)","(0.000000,-0.000000)","(0.048782,0.060873)","(0.186960,0.107248)","(0.387430,0.108468)","(0.610417,0.069805)","(0.811382,0.029958)","(0.950373,0.009028)","(0.999971,0.002385)","9.000000e+06","1.000000e-01","4.000000e+00","7.343856e-03","6.531581e-01","-4.487119e-02"
"(0.999998,-0.001319)","(0.950485,0.002529)","(0.811750,0.004670)","(0.611254,-0.005458)","(0.388713,-0.023198)","(0.188211,-0.038785)","(0.049473,-0.038541)","(0.000000,0.000000)","(0.049607,0.077191)","(0.188422,0.144132)","(0.388929,0.164410)","(0.611412,0.132014)","(0.811826,0.070665)","(0.950504,0.018985)","(1.000002,0.001319)","9.000000e+06","1.000000e-01","4.000000e+00","9.578016e-03","1.309133e+00","-1.801259e-01"
"(1.000075,-0.003987)","(0.950450,0.001718)","(0.811750,-0.000309)","(0.611980,-0.038174)","(0.390345,-0.085120)","(0.190054,-0.095381)","(0.050652,-0.060177)","(0.000000,-0.000000)","(0.048225,0.068563)","(0.186089,0.114929)","(0.386521,0.117696)","(0.609590,0.088587)","(0.810812,0.049455)","(0.950159,0.017144)","(0.999925,0.003987)","9.000000e+06","1.000000e-01","4.000000e+00","9.129463e-03","9.840869e-01","-1.288882e-01"
"(1.000012,-0.001490)","(0.950556,-0.008864)","(0.812089,-0.041260)","(0.611924,-0.079395)","(0.389480,-0.088465)","(0.188867,-0.073160)","(0.049887,-0.044218)","(-0.000000,0.000000)","(0.049079,0.052487)","(0.187470,0.093975)","(0.387782,0.114578)","(0.610398,0.103131)","(0.811261,0.057790)","(0.950359,0.014720)","(0.999988,0.001490)","9.000000e+06","1.000000e-01","4.000000e+00","7.698588e-03","6.060009e-01","-4.134741e-02"
"(1.000000,-0.000409)","(0.950484,-0.002590)","(0.811755,-0.018258)","(0.611280,-0.032568)","(0.388759,-0.031779)","(0.188276,-0.033420)","(0.049537,-0.032352)","(0.000000,0.000000)","(0.049480,0.063196)","(0.188182,0.122445)","(0.388646,0.155764)","(0.611175,0.142239)","(0.811696,0.080785)","(0.950470,0.020015)","(1.000000,0.000409)","9.000000e+06","1.000000e-01","4.000000e+00","1.024093e-02","1.046371e+00","-1.408089e-01"
"(0.999991,-0.001148)","(0.950390,-0.012263)","(0.811411,-0.044313)","(0.610739,-0.069191)","(0.388241,-0.066273)","(0.187844,-0.054704)","(0.049211,-0.040771)","(0.000000,0.000000)","(0.050015,0.066099)","(0.189127,0.115718)","(0.389716,0.129658)","(0.612052,0.105232)","(0.812151,0.054002)","(0.950578,0.012684)","(1.000009,0.001148)","9.000000e+06","1.000000e-01","4.000000e+00","7.324473e-03","6.205936e-01","-1.394538e-02"
"(1.000006,-0.000593)","(0.950524,-0.004147)","(0.812041,-0.029849)","(0.611974,-0.071779)","(0.389649,-0.091324)","(0.188998,-0.074567)","(0.049923,-0.040744)","(0.000000,0.000000)","(0.049019,0.050065)","(0.187281,0.097912)","(0.387523,0.122243)","(0.610225,0.103977)","(0.811205,0.054212)","(0.950355,0.012818)","(0.999994,0.000593)","9.000000e+06","1.000000e-01","4.000000e+00","7.201843e-03","7.123472e-01","-6.776765e-02"
"(0.999996,-0.002542)","(0.950474,-0.006054)","(0.811715,-0.019963)","(0.611217,-0.029968)","(0.388696,-0.030853)","(0.188195,-0.042670)","(0.049454,-0.044323)","(0.000000,0.000000)","(0.049627,0.076240)","(0.188443,0.130486)","(0.388951,0.147235)","(0.611445,0.129070)","(0.811853,0.075629)","(0.950513,0.021390)","(1.000004,0.002542)","9.000000e+06","1.000000e-01","4.000000e+00","1.056830e-02","1.031174e+00","-1.228999e-01"
"(1.000056,-0.002727)","(0.950394,0.004285)","(0.811697,0.002284)","(0.611812,-0.026677)","(0.389964,-0.059097)","(0.189724,-0.070907)","(0.050538,-0.049279)","(-0.000000,-0.000000)","(0.048224,0.062477)","(0.185887,0.114383)","(0.385874,0.138403)","(0.608664,0.125333)","(0.810175,0.075746)","(0.950010,0.022814)","(0.999944,0.002727)","9.000000e+06","1.000000e-01","4.000000e+00","1.036449e-02","1.215394e+00","-1.998467e-01"
"(0.999999,-0.000348)","(0.950486,0.002628)","(0.811746,0.001256)","(0.611247,-0.008360)","(0.388709,-0.019392)","(0.188207,-0.030145)","(0.049466,-0.032155)","(0.000000,0.000000)","(0.049632,0.071337)","(0.188480,0.139669)","(0.389011,0.168839)","(0.611488,0.141775)","(0.811867,0.076435)","(0.950513,0.019168)","(1.000001,0.000348)","9.000000e+06","1.000000e-01","4.000000e+00","9.442625e-03","1.293642e+00","-1.844848e-01"
"(1.000012,-0.000564)","(0.950372,0.005331)","(0.811823,-0.003806)","(0.612357,-0.053234)","(0.390774,-0.098690)","(0.190064,-0.087751)","(0.050401,-0.042846)","(0.000000,0.000000)","(0.048538,0.047532)","(0.186185,0.100474)","(0.386141,0.126114)","(0.609180,0.100940)","(0.810702,0.050551)","(0.950220,0.012712)","(0.999988,0.000564)","9.000000e+06","1.000000e-01","4.000000e+00","7.599013e-03","9.198938e-01","-1.294726e-01"
"(1.000026,-0.003293)","(0.950458,0.003081)","(0.811675,0.008732)","(0.611421,-0.020486)","(0.389274,-0.067842)","(0.188904,-0.082350)","(0.049957,-0.055752)","(0.000000,0.000000)","(0.048900,0.078467)","(0.187190,0.135369)","(0.387691,0.133229)","(0.610570,0.087552)","(0.811413,0.042009)","(0.950371,0.014078)","(0.999974,0.003293)","9.000000e+06","1.000000e-01","4.000000e+00","8.994825e-03","1.060550e+00","-1.210821e-01"
"(1.000080,-0.003009)","(0.950206,0.010428)","(0.811179,0.021359)","(0.611549,-0.010939)","(0.390377,-0.061891)","(0.190374,-0.080058)","(0.050897,-0.052149)","(0.000000,0.000000)","(0.047830,0.063788)","(0.185106,0.119090)","(0.385038,0.139946)","(0.608109,0.119123)","(0.809883,0.070371)","(0.949891,0.022367)","(0.999920,0.003009)","9.000000e+06","1.000000e-01","4.000000e+00","1.030229e-02","1.364305e+00","-2.339039e-01"
"(1.000009,-0.002032)","(0.950468,0.003369)","(0.811714,0.006965)","(0.611294,-0.007891)","(0.388883,-0.033054)","(0.188472,-0.050155)","(0.049706,-0.043704)","(0.000000,0.000000)","(0.049188,0.076399)","(0.187652,0.139822)","(0.388061,0.157217)","(0.610715,0.126322)","(0.811446,0.069127)","(0.950397,0.019726)","(0.999991,0.002032)","9.000000e+06","1.000000e-01","4.000000e+00","9.730288e-03","1.307579e+00","-1.857150e-01"
"(1.000036,-0.004355)","(0.950518,-0.004415)","(0.811853,-0.013263)","(0.611630,-0.045241)","(0.389401,-0.080748)","(0.188994,-0.090157)","(0.050022,-0.061656)","(-0.000000,0.000000)","(0.048890,0.076737)","(0.187259,0.121860)","(0.387798,0.115097)","(0.610605,0.080064)","(0.811396,0.042509)","(0.950359,0.015106)","(0.999964,0.004355)","9.000000e+06","1.000000e-01","4.000000e+00","8.785758e-03","8.261765e-01","-7.272707e-02"
"(1.000006,-0.000930)","(0.950451,0.004689)","(0.811711,0.004949)","(0.611387,-0.018972)","(0.389066,-0.048561)","(0.188630,-0.055692)","(0.049784,-0.039739)","(0.000000,0.000000)","(0.049064,0.067596)","(0.187371,0.131869)","(0.387699,0.155125)","(0.610429,0.123767)","(0.811311,0.064551)","(0.950369,0.016940)","(0.999994,0.000930)","9.000000e+06","1.000000e-01","4.000000e+00","8.410491e-03","1.234422e+00","-1.751857e-01"
"(1.000021,-0.001733)","(0.950334,0.012243)","(0.811350,0.032597)","(0.610961,0.024785)","(0.388843,-0.008560)","(0.188715,-0.037964)","(0.049986,-0.038722)","(-0.000000,0.000000)","(0.048621,0.074258)","(0.186515,0.144059)","(0.386660,0.172125)","(0.609495,0.146075)","(0.810731,0.083871)","(0.950188,0.024350)","(0.999979,0.001733)","9.000000e+06","1.000000e-01","4.000000e+00","1.136233e-02","1.646593e+00","-2.794403e-01"
"(1.000006,-0.000942)","(0.950467,0.002346)","(0.811766,-0.003311)","(0.611461,-0.030082)","(0.389115,-0.056202)","(0.188649,-0.058858)","(0.049787,-0.040332)","(0.000000,0.000000)","(0.049083,0.065090)","(0.187414,0.126037)","(0.387744,0.149182)","(0.610454,0.120711)","(0.811322,0.063277)","(0.950373,0.016382)","(0.999994,0.000942)","9.000000e+06","1.000000e-01","4.000000e+00","8.239343e-03","1.129081e+00","-1.530728e-01"
"(0.999994,-0.000785)","(0.950473,-0.001161)","(0.811697,-0.006109)","(0.611174,-0.011132)","(0.388625,-0.014926)","(0.188049,-0.026804)","(0.049256,-0.033934)","(0.000000,0.000000)","(0.050114,0.077254)","(0.189370,0.144345)","(0.390030,0.167142)","(0.612320,0.137305)","(0.812311,0.073477)","(0.950626,0.018598)","(1.000006,0.000785)","9.000000e+06","1.000000e-01","4.000000e+00","9.824063e-03","1.212455e+00","-1.535887e-01"
"(1.000128,-0.005061)","(0.950480,0.000105)","(0.811879,-0.005329)","(0.612430,-0.046417)","(0.391098,-0.093533)","(0.190902,-0.104929)","(0.051181,-0.065973)","(0.000000,0.000000)","(0.047857,0.065871)","(0.185638,0.103833)","(0.386103,0.104583)","(0.609125,0.084689)","(0.810423,0.052391)","(0.949991,0.019486)","(0.999872,0.005061)","9.000000e+06","1.000000e-01","4.000000e+00","9.320027e-03","9.224399e-01","-1.273993e-01"
"(1.000005,-0.000273)","(0.950293,0.010937)","(0.811452,0.016891)","(0.611651,-0.022622)","(0.390022,-0.074089)","(0.189550,-0.074773)","(0.050206,-0.039770)","(-0.000000,0.000000)","(0.048540,0.056512)","(0.186163,0.120921)","(0.386190,0.147339)","(0.609317,0.112293)","(0.810799,0.054598)","(0.950242,0.013876)","(0.999995,0.000273)","9.000000e+06","1.000000e-01","4.000000e+00","7.539515e-03","1.205532e+00","-1.827252e-01"
"(1.000047,-0.002792)","(0.950425,0.003386)","(0.811714,0.001796)","(0.611727,-0.027731)","(0.389796,-0.062760)","(0.189500,-0.073930)","(0.050371,-0.050746)","(0.000000,0.000000)","(0.048401,0.066360)","(0.186246,0.119503)","(0.386433,0.137157)","(0.609310,0.115891)","(0.810617,0.067017)","(0.950140,0.020359)","(0.999953,0.002792)","9.000000e+06","1.000000e-01","4.000000e+00","9.520822e-03","1.174575e+00","-1.777030e-01"
"(1.000098,-0.004221)","(0.950360,0.005225)","(0.811505,0.010252)","(0.611819,-0.023962)","(0.390461,-0.073773)","(0.190385,-0.091305)","(0.050919,-0.060099)","(0.000000,0.000000)","(0.047903,0.069230)","(0.185510,0.117718)","(0.385822,0.125104)","(0.608920,0.100343)","(0.810359,0.059394)","(0.950002,0.020612)","(0.999902,0.004221)","9.000000e+06","1.000000e-01","4.000000e+00","9.935943e-03","1.173291e+00","-1.796440e-01"
"(1.000016,-0.001447)","(0.950419,0.005747)","(0.811646,0.008948)","(0.611290,-0.002691)","(0.388960,-0.019963)","(0.188672,-0.037857)","(0.049928,-0.037307)","(0.000000,0.000000)","(0.048779,0.067191)","(0.186828,0.129825)","(0.386944,0.163281)","(0.609614,0.149608)","(0.810768,0.088776)","(0.950211,0.024643)","(0.999984,0.001447)","9.000000e+06","1.000000e-01","4.000000e+00","1.218279e-02","1.383780e+00","-2.328819e-01"
"(1.000020,-0.001945)","(0.950366,0.011360)","(0.811429,0.030773)","(0.611183,0.007524)","(0.389204,-0.045277)","(0.188931,-0.065861)","(0.049991,-0.046220)","(0.000000,0.000000)","(0.048737,0.076162)","(0.186774,0.144605)","(0.387143,0.155897)","(0.610139,0.109400)","(0.811196,0.053490)","(0.950318,0.016071)","(0.999980,0.001945)","9.000000e+06","1.000000e-01","4.000000e+00","9.038103e-03","1.391686e+00","-1.995700e-01"
"(1.000007,-0.000617)","(0.950416,0.005572)","(0.811710,0.002897)","(0.611765,-0.042593)","(0.389852,-0.093785)","(0.189285,-0.086723)","(0.050041,-0.044088)","(-0.000000,0.000000)","(0.048827,0.058220)","(0.186863,0.117379)","(0.387180,0.131489)","(0.610214,0.088191)","(0.811310,0.036618)","(0.950377,0.008861)","(0.999993,0.000617)","9.000000e+06","1.000000e-01","4.000000e+00","6.797092e-03","9.080856e-01","-1.028533e-01"
"(1.000017,-0.003527)","(0.950495,-0.002554)","(0.811784,-0.008188)","(0.611446,-0.038403)","(0.389102,-0.074905)","(0.188660,-0.083574)","(0.049794,-0.057141)","(0.000000,0.000000)","(0.049142,0.077539)","(0.187633,0.128747)","(0.388137,0.124629)","(0.610854,0.083828)","(0.811545,0.041229)","(0.950416,0.013652)","(0.999983,0.003527)","9.000000e+06","1.000000e-01","4.000000e+00","8.557548e-03","8.849483e-01","-7.990598e-02"
"(1.000002,-0.000302)","(0.950523,-0.005619)","(0.811995,-0.034606)","(0.611898,-0.087828)","(0.389598,-0.118139)","(0.188919,-0.091329)","(0.049828,-0.042794)","(0.000000,0.000000)","(0.049173,0.047492)","(0.187583,0.092757)","(0.387971,0.105880)","(0.610725,0.073694)","(0.811532,0.029185)","(0.950444,0.005322)","(0.999998,0.000302)","9.000000e+06","1.000000e-01","4.000000e+00","6.080144e-03","4.316979e-01","6.508788e-03"
"(1.000009,-0.002291)","(0.950511,-0.007123)","(0.811862,-0.029154)","(0.611564,-0.075301)","(0.389184,-0.110126)","(0.188646,-0.096852)","(0.049734,-0.053538)","(0.000000,0.000000)","(0.049264,0.063050)","(0.187825,0.106947)","(0.388324,0.103135)","(0.611010,0.062130)","(0.811649,0.023606)","(0.950456,0.006546)","(0.999991,0.002291)","9.000000e+06","1.000000e-01","4.000000e+00","6.941262e-03","4.581245e-01","1.260284e-02"
"(1.000041,-0.003566)","(0.950547,-0.005656)","(0.812009,-0.023223)","(0.612011,-0.065885)","(0.389901,-0.101840)","(0.189380,-0.098638)","(0.050192,-0.059104)","(0.000000,0.000000)","(0.048773,0.065342)","(0.187048,0.105912)","(0.387560,0.103523)","(0.610432,0.072658)","(0.811323,0.036927)","(0.950342,0.012321)","(0.999959,0.003566)","9.000000e+06","1.000000e-01","4.000000e+00","7.915794e-03","6.322170e-01","-3.885323e-02"
"(1.000040,-0.003210)","(0.950546,-0.005132)","(0.812038,-0.023619)","(0.612040,-0.062724)","(0.389884,-0.091934)","(0.189370,-0.089577)","(0.050210,-0.055661)","(0.000000,0.000000)","(0.048729,0.063383)","(0.186943,0.105560)","(0.387351,0.111663)","(0.610159,0.088472)","(0.811137,0.048837)","(0.950294,0.015133)","(0.999960,0.003210)","9.000000e+06","1.000000e-01","4.000000e+00","8.096271e-03","7.410873e-01","-6.923848e-02"
"(0.999998,-0.000526)","(0.950491,0.002981)","(0.811758,0.004783)","(0.611273,0.004509)","(0.388742,0.000635)","(0.188205,-0.017037)","(0.049429,-0.029902)","(0.000000,0.000000)","(0.049738,0.074063)","(0.188682,0.143430)","(0.389260,0.175148)","(0.611713,0.152622)","(0.811999,0.085734)","(0.950548,0.022100)","(1.000002,0.000526)","9.000000e+06","1.000000e-01","4.000000e+00","1.126852e-02","1.368180e+00","-2.064259e-01"
